Gene type	Gene name
processed_pseudogene	PCGF7P
protein_coding	ZNF729
protein_coding	TFPT
protein_coding	ZNF676
protein_coding	NCR1
lncRNA	
protein_coding	
processed_pseudogene	ZNF92P2
lncRNA	
processed_pseudogene	MTDHP5
unprocessed_pseudogene	VN1R85P
processed_pseudogene	BNIP3P31
processed_pseudogene	BNIP3P30
protein_coding	GP6
protein_coding	TSEN34
protein_coding	PKLR
lncRNA	BTG3-AS1
protein_coding	BTG3
protein_coding	TARM1
protein_coding	TFPT
protein_coding	
protein_coding	
lncRNA	
lncRNA	
TEC	
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	
lncRNA	KBTBD11-AS1
unprocessed_pseudogene	MTX1P1
unprocessed_pseudogene	
protein_coding	RDH13
lncRNA	
protein_coding	KBTBD11
protein_coding	SCAMP3
lncRNA	
lncRNA	
lncRNA	
lncRNA	
protein_coding	TARM1
lncRNA	
protein_coding	
lncRNA	
misc_RNA	
rRNA	RNA5-8SN4
rRNA	5_8S_rRNA
misc_RNA	
protein_coding	ARHGEF10
protein_coding	KIR2DL1
protein_coding	LILRA3
unprocessed_pseudogene	
protein_coding	NLRP7
protein_coding	GBA
processed_pseudogene	
transcribed_unprocessed_pseudogene	SDHAP2
protein_coding	LILRA2
protein_coding	KIR3DS1
protein_coding	TIMM22
protein_coding	NXN
protein_coding	HLA-DRA
misc_RNA	Metazoa_SRP
protein_coding	POMZP3
protein_coding	BTNL2
protein_coding	MUC20
protein_coding	KIR2DL2
transcribed_unprocessed_pseudogene	SDHAP2
lncRNA	
processed_pseudogene	
processed_pseudogene	
protein_coding	UPK3B
processed_pseudogene	
protein_coding	CEACAM4
transcribed_unprocessed_pseudogene	CEACAMP3
protein_coding	KIR2DS5
processed_pseudogene	PLEKHA3P1
processed_pseudogene	DNAJC19P2
protein_coding	CEACAM21
protein_coding	FCAR
protein_coding	DENND11
protein_coding	SPDYE16
lncRNA	
protein_coding	KIR2DS4
protein_coding	LILRB1
protein_coding	HCN3
lncRNA	
processed_pseudogene	
protein_coding	DTX2
lncRNA	
lncRNA	WEE2-AS1
protein_coding	TMEM179
processed_pseudogene	DNAJC19P3
processed_pseudogene	
protein_coding	C14orf180
lncRNA	
protein_coding	FAM189B
protein_coding	NAIP
lncRNA	LINC01480
processed_pseudogene	ICE2P1
lncRNA	LINC01060
protein_coding	CEACAM7
unprocessed_pseudogene	KIR3DP1
protein_coding	KIR3DL2
protein_coding	SSBP1
lncRNA	
unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	
unprocessed_pseudogene	GOLGA6L24P
lncRNA	
protein_coding	FAM189A1
processed_pseudogene	
TEC	
protein_coding	LILRB2
protein_coding	KIR2DS1
protein_coding	KIR3DL2
protein_coding	OR2W1
unprocessed_pseudogene	MPHOSPH10P7
unprocessed_pseudogene	
processed_pseudogene	NOP56P1
lncRNA	
processed_pseudogene	
misc_RNA	
lncRNA	
processed_pseudogene	
misc_RNA	
protein_coding	ATP23
protein_coding	
protein_coding	OR14J1
protein_coding	APBA2
protein_coding	TRIM27
misc_RNA	
processed_pseudogene	
lncRNA	LINC02403
processed_pseudogene	
lncRNA	GIHCG
misc_RNA	RN7SKP65
protein_coding	AGK
lncRNA	HCG14
processed_pseudogene	RPL13P
lncRNA	
protein_coding	ZNF311
unprocessed_pseudogene	KIR3DP1
protein_coding	WEE2
processed_pseudogene	TOMM40P4
lncRNA	
lncRNA	CDRT15P3
processed_pseudogene	MYL6P5
protein_coding	KIR2DL5A
protein_coding	KIR2DS2
lncRNA	LINC01623
transcribed_unprocessed_pseudogene	
lncRNA	LINC01015
processed_pseudogene	NDUFB9P1
lncRNA	LINC01596
transcribed_unprocessed_pseudogene	
protein_coding	OR2B3
transcribed_processed_pseudogene	HSP90AA4P
lncRNA	
lncRNA	HCG22
lncRNA	LINC01262
snRNA	U1
lncRNA	
lncRNA	FRG1-DT
processed_pseudogene	
protein_coding	TAF9
protein_coding	HERC2
snRNA	U1
protein_coding	LST1
protein_coding	VSTM1
lncRNA	PATL2
unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	WHAMMP2
protein_coding	TRIM69
protein_coding	PRAMEF5
transcribed_unprocessed_pseudogene	
processed_pseudogene	
processed_pseudogene	
unprocessed_pseudogene	
processed_pseudogene	
processed_pseudogene	ABCB10P3
protein_coding	GOLGA8G
lncRNA	
unprocessed_pseudogene	
protein_coding	RAD17
unprocessed_pseudogene	PRAMEF22
protein_coding	PRAMEF18
unprocessed_pseudogene	
unprocessed_pseudogene	
unprocessed_pseudogene	
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	PRAMEF8
protein_coding	HNRNPCL2
protein_coding	PRAMEF25
TEC	
unprocessed_pseudogene	LILRP1
unprocessed_pseudogene	
protein_coding	MBOAT7
protein_coding	HNRNPCL4
protein_coding	LILRB1
processed_pseudogene	
unprocessed_pseudogene	HERC2P1
protein_coding	PRAMEF33
protein_coding	OSCAR
protein_coding	OCA2
lncRNA	
lncRNA	
protein_coding	TARM1
protein_coding	
protein_coding	SLC39A11
protein_coding	KIR3DL3
protein_coding	VSTM1
snRNA	U6
transcribed_unprocessed_pseudogene	SORD2P
TEC	
protein_coding	B2M
protein_coding	LILRA4
protein_coding	TSEN34
unprocessed_pseudogene	OR2AD1P
protein_coding	OR2J3
lncRNA	
unprocessed_pseudogene	HLA-H
protein_coding	MAS1L
polymorphic_pseudogene	MUC6
protein_coding	MICB
protein_coding	OR2H2
processed_pseudogene	
protein_coding	ATAT1
protein_coding	LILRB2
snRNA	U6
protein_coding	GP6
unprocessed_pseudogene	
processed_pseudogene	RPL5P32
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	
transcribed_unprocessed_pseudogene	LILRP2
unprocessed_pseudogene	
transcribed_unprocessed_pseudogene	PDCD6IPP2
processed_pseudogene	ABCB10P4
unprocessed_pseudogene	GOLGA8M
processed_pseudogene	IFITM4P
protein_coding	LAIR1
processed_pseudogene	ZNF90P2
protein_coding	KIR3DX1
protein_coding	OR11A1
lncRNA	
processed_pseudogene	
protein_coding	
protein_coding	NSMCE3
protein_coding	MUC2
processed_pseudogene	
protein_coding	OR2B3
transcribed_unprocessed_pseudogene	HERC2P9
protein_coding	NLRP2
protein_coding	HLA-G
protein_coding	TFPT
protein_coding	LILRA6
unprocessed_pseudogene	OR2U2P
processed_pseudogene	RPL41P2
protein_coding	TRIM10
unprocessed_pseudogene	GOLGA6L25P
transcribed_processed_pseudogene	
protein_coding	PTPRN2
transcribed_unprocessed_pseudogene	
processed_pseudogene	
processed_pseudogene	
protein_coding	NDUFA3
transcribed_unprocessed_pseudogene	GOLGA8F
misc_RNA	Y_RNA
protein_coding	TBX22
misc_RNA	Y_RNA
snRNA	U1
protein_coding	GP6
protein_coding	RDH13
protein_coding	NDUFA3
lncRNA	
lncRNA	MAMDC2-AS1
protein_coding	MAMDC2
protein_coding	MBOAT7
misc_RNA	Metazoa_SRP
protein_coding	CHRFAM7A
lncRNA	LINC02688
protein_coding	NLRP2
protein_coding	
unprocessed_pseudogene	MICG
snRNA	U2
protein_coding	RNF39
protein_coding	AP2A2
processed_pseudogene	ZNF90P2
protein_coding	OR2J3
protein_coding	MUC21
processed_pseudogene	RPS17P1
protein_coding	
protein_coding	OR5V1
snRNA	U6
protein_coding	LRRC37A2
processed_pseudogene	
protein_coding	ARHGAP11B
lncRNA	
unprocessed_pseudogene	
unprocessed_pseudogene	MICD
lncRNA	HCG15
unprocessed_pseudogene	
unprocessed_pseudogene	OR2G1P
protein_coding	OR14J1
lncRNA	TRIM31-AS1
unprocessed_pseudogene	
protein_coding	TNF
processed_pseudogene	WASF5P
processed_pseudogene	
processed_pseudogene	PTMAP1
transcribed_unprocessed_pseudogene	HLA-V
protein_coding	SPPL2C
unprocessed_pseudogene	
misc_RNA	Metazoa_SRP
snoRNA	U8
protein_coding	C22orf15
misc_RNA	Y_RNA
protein_coding	OR11A1
processed_pseudogene	RPS7P11
processed_pseudogene	
protein_coding	ARHGAP11A
transcribed_unprocessed_pseudogene	LINC02210
protein_coding	RPS9
protein_coding	MOG
protein_coding	OR11A1
lncRNA	CABIN1
unprocessed_pseudogene	
lncRNA	
lncRNA	
protein_coding	LY6G6F
lncRNA	KANSL1-AS1
protein_coding	RPS9
protein_coding	SMARCB1
lncRNA	
lncRNA	
processed_pseudogene	MAPK8IP1P2
unprocessed_pseudogene	NSFP1
lncRNA	
protein_coding	CNOT3
protein_coding	RDH13
protein_coding	WNT3
lncRNA	
processed_pseudogene	TMEM183AP1
protein_coding	FAM20C
protein_coding	PSORS1C1
lncRNA	
protein_coding	CTSO
protein_coding	NLRP7
snRNA	RNU6-1025P
lncRNA	HCG14
lncRNA	
protein_coding	FCAR
lncRNA	
lncRNA	
unprocessed_pseudogene	MAS1LP1
processed_pseudogene	DND1P1
unprocessed_pseudogene	HCG4
lncRNA	
lncRNA	
processed_pseudogene	SUMO2P1
unprocessed_pseudogene	HLA-T
lncRNA	MDC1-AS1
protein_coding	OR2W1
lncRNA	ZNRD1ASP
protein_coding	ARHGAP27
protein_coding	PPP1R11
protein_coding	
polymorphic_pseudogene	MROH5
protein_coding	TDO2
protein_coding	SCGB1C2
lncRNA	
lncRNA	MAPT-IT1
protein_coding	MAPT
lncRNA	LINC02091
protein_coding	TRPM1
protein_coding	MBOAT7
lncRNA	
lncRNA	LINC01300
protein_coding	LENG1
protein_coding	RPH3AL
lncRNA	
processed_pseudogene	HNRNPA1P38
protein_coding	TARM1
protein_coding	PTP4A3
protein_coding	RPS9
protein_coding	PRH2
protein_coding	TSEN34
protein_coding	APOM
processed_pseudogene	RPL7P4
lncRNA	TRIM31-AS1
processed_pseudogene	
processed_pseudogene	RPL7AP7
protein_coding	LTB
lncRNA	
protein_coding	
protein_coding	TAS2R30
protein_coding	TAS2R19
protein_coding	TFPT
protein_coding	TAS2R8
protein_coding	MUC20
protein_coding	TAS2R7
protein_coding	GPR20
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	TAS2R50
unprocessed_pseudogene	CES1P1
protein_coding	MIF
snoRNA	
protein_coding	CNOT3
processed_pseudogene	
protein_coding	TAS2R43
protein_coding	TAS2R14
protein_coding	CES5A
protein_coding	OR2B3
protein_coding	TAS2R9
protein_coding	LINC01556
unprocessed_pseudogene	
snRNA	U2
processed_pseudogene	
unprocessed_pseudogene	TAS2R45
processed_pseudogene	TMPOP1
protein_coding	TAS2R31
unprocessed_pseudogene	
protein_coding	TAS2R13
protein_coding	PSMB9
protein_coding	
protein_coding	C4B_2
protein_coding	TAS2R46
protein_coding	TAS2R20
lncRNA	
protein_coding	DERL3
processed_pseudogene	TAS2R15P
processed_pseudogene	
lncRNA	
protein_coding	PRR4
lncRNA	
lncRNA	
protein_coding	IQSEC3
protein_coding	
lncRNA	
protein_coding	MRPS18B
lncRNA	
unprocessed_pseudogene	DDX11L8
lncRNA	
protein_coding	GABBR1
lncRNA	
lncRNA	RPH3AL-AS1
protein_coding	KIR2DL1
protein_coding	SLC2A11
protein_coding	DOC2B
lncRNA	
unprocessed_pseudogene	
unprocessed_pseudogene	WASH8P
protein_coding	TFPT
protein_coding	
processed_pseudogene	SMIM10L1
protein_coding	LILRA6
lncRNA	
transcribed_processed_pseudogene	TAS2R64P
protein_coding	OSCAR
protein_coding	TAS2R10
lncRNA	
protein_coding	FAM20C
processed_pseudogene	
processed_pseudogene	TAS2R63P
lncRNA	
lncRNA	
lncRNA	
lncRNA	
IG_V_gene	IGKV1D-8
lncRNA	
IG_V_gene	IGKV3D-7
lncRNA	
lncRNA	
lncRNA	LINC02887
processed_pseudogene	
processed_pseudogene	
lncRNA	
snRNA	U6
IG_V_pseudogene	IGKV1OR2-118
lncRNA	
IG_V_gene	
unprocessed_pseudogene	
lncRNA	
lncRNA	
protein_coding	OR12D3
lncRNA	MAPT-IT1
transcribed_unprocessed_pseudogene	
unprocessed_pseudogene	DDX39BP2
protein_coding	OR2J2
lncRNA	
protein_coding	OR2B3
lncRNA	
protein_coding	MICB
protein_coding	WNT9B
protein_coding	TTYH1
protein_coding	LENG1
protein_coding	CDK7
lncRNA	
lncRNA	MAPT-AS1
unprocessed_pseudogene	
processed_pseudogene	
snRNA	U6
protein_coding	KIR3DX1
protein_coding	
lncRNA	
lncRNA	LINC02210-CRHR1
processed_pseudogene	MAPK8IP1P1
lncRNA	
transcribed_unprocessed_pseudogene	LRRC37A4P
protein_coding	AZU1
lncRNA	
protein_coding	NSF
protein_coding	NDUFA3
protein_coding	TCF19
protein_coding	KIR2DS4
protein_coding	TJP1
protein_coding	PRTN3
protein_coding	KIR3DL2
lncRNA	HCG21
processed_pseudogene	RPL7P4
protein_coding	OR14J1
protein_coding	LILRB2
lncRNA	PSORS1C3
lncRNA	LINC01623
protein_coding	BTNL2
lncRNA	
protein_coding	APBA1
processed_pseudogene	
processed_pseudogene	
protein_coding	PLPPR3
processed_pseudogene	
processed_pseudogene	
processed_pseudogene	HNRNPA1P2
lncRNA	
protein_coding	STK19
protein_coding	PLEKHM1
protein_coding	MED16
lncRNA	
lncRNA	
lncRNA	TSBP1-AS1
lncRNA	
protein_coding	ZFP57
lncRNA	
unprocessed_pseudogene	OR2H5P
unprocessed_pseudogene	
lncRNA	OR5V1
protein_coding	CES1
protein_coding	SAPCD1
unprocessed_pseudogene	GPR53P
protein_coding	OR2J2
processed_pseudogene	TMEM183AP1
unprocessed_pseudogene	HLA-DRB9
protein_coding	MSH5-SAPCD1
protein_coding	PPP1R11
protein_coding	PLEKHM1
protein_coding	HLA-G
protein_coding	ELANE
lncRNA	
protein_coding	ARHGAP27
protein_coding	LILRA3
unprocessed_pseudogene	OR2I1P
unprocessed_pseudogene	MAS1LP1
protein_coding	OR12D2
protein_coding	CFD
unprocessed_pseudogene	HLA-W
unprocessed_pseudogene	TNXA
unprocessed_pseudogene	MTCO3P1
protein_coding	HLA-DRB4
protein_coding	LILRA5
protein_coding	CRHR1
protein_coding	RPP21
misc_RNA	Y_RNA
protein_coding	GTF2H2
unprocessed_pseudogene	OR2U1P
unprocessed_pseudogene	
protein_coding	ZNF311
processed_pseudogene	RPL32P1
unprocessed_pseudogene	OR2J1
unprocessed_pseudogene	DDX39BP1
unprocessed_pseudogene	HCG4P8
protein_coding	DHX16
protein_coding	POLR1H
unprocessed_pseudogene	
processed_pseudogene	
transcribed_processed_pseudogene	CXADRP2
processed_pseudogene	
lncRNA	
lncRNA	LINC02203
protein_coding	LILRB5
processed_pseudogene	
unprocessed_pseudogene	
IG_V_pseudogene	IGKV1OR2-118
unprocessed_pseudogene	
lncRNA	DLGAP2-AS1
processed_pseudogene	
lncRNA	LINC00533
protein_coding	GOLGA8J
unprocessed_pseudogene	OR2U2P
protein_coding	TAMM41
protein_coding	DLGAP2
protein_coding	LINC01556
protein_coding	PSORS1C1
unprocessed_pseudogene	
processed_pseudogene	LONRF2P4
unprocessed_pseudogene	
protein_coding	
protein_coding	LILRB5
misc_RNA	Metazoa_SRP
processed_pseudogene	
lncRNA	
snoRNA	U8
processed_pseudogene	
protein_coding	GREM1
processed_pseudogene	RPS17P1
lncRNA	
protein_coding	OR2J3
protein_coding	PHLDA2
protein_coding	OR4M2B
unprocessed_pseudogene	
unprocessed_pseudogene	OR2H4P
unprocessed_pseudogene	TRIM26BP
protein_coding	NLRP7
lncRNA	
misc_RNA	Metazoa_SRP
processed_pseudogene	GRAMD4P6
unprocessed_pseudogene	NBEAP4
protein_coding	
transcribed_unprocessed_pseudogene	NF1P9
unprocessed_pseudogene	HLA-K
unprocessed_pseudogene	
processed_pseudogene	RPSAP2
protein_coding	HSPA1B
processed_pseudogene	
lncRNA	
protein_coding	PPP1R10
protein_coding	CARS1
protein_coding	POTEB3
protein_coding	GABBR1
snRNA	U6
protein_coding	FAN1
unprocessed_pseudogene	MARK2P14
unprocessed_pseudogene	NUP210P2
misc_RNA	Metazoa_SRP
protein_coding	
protein_coding	LST1
snoRNA	
protein_coding	SCG5
protein_coding	GRK1
protein_coding	
protein_coding	TMEM255B
TEC	LINC00552
lncRNA	
lncRNA	
processed_pseudogene	RPL15P4
snRNA	U6
lncRNA	
misc_RNA	Metazoa_SRP
protein_coding	LY6G6E
protein_coding	KLF13
lncRNA	
unprocessed_pseudogene	HLA-P
misc_RNA	Y_RNA
lncRNA	
misc_RNA	Metazoa_SRP
snoRNA	
snRNA	U6
snRNA	U6
misc_RNA	Metazoa_SRP
misc_RNA	Metazoa_SRP
snoRNA	U8
misc_RNA	Metazoa_SRP
processed_pseudogene	RPL13P
protein_coding	
misc_RNA	Metazoa_SRP
protein_coding	VWA7
misc_RNA	Y_RNA
protein_coding	ZFP57
unprocessed_pseudogene	
lncRNA	LINC01015
unprocessed_pseudogene	MAS1LP1
protein_coding	ZFP57
lncRNA	HCG17
protein_coding	LENG8
lncRNA	HCG18
lncRNA	
processed_pseudogene	RPL13AP
protein_coding	OR12D3
unprocessed_pseudogene	HLA-H
protein_coding	MUC20
processed_pseudogene	RPS17P1
protein_coding	GNL1
protein_coding	OR2H1
protein_coding	KANSL1
unprocessed_pseudogene	HCG4P8
processed_pseudogene	TMEM183AP1
protein_coding	KIR2DL2
protein_coding	DDR1
lncRNA	MUC20-OT1
protein_coding	KIR2DP1
protein_coding	CNOT3
unprocessed_pseudogene	
lncRNA	
protein_coding	CCL4L2
unprocessed_pseudogene	
unprocessed_pseudogene	
transcribed_processed_pseudogene	KIR2DP1
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	GPI
unprocessed_pseudogene	
processed_pseudogene	
protein_coding	LY6G5C
unprocessed_pseudogene	
protein_coding	PRPF31
lncRNA	
protein_coding	DDT
unprocessed_pseudogene	
misc_RNA	Y_RNA
protein_coding	KRT31
lncRNA	
lncRNA	CEP72-DT
protein_coding	ATP6V1G3
lncRNA	
protein_coding	CEP72
lncRNA	
protein_coding	HSPA1A
protein_coding	KIR3DL2
lncRNA	
protein_coding	KIR3DL3
protein_coding	SLC9A3
lncRNA	CCL3-AS1
lncRNA	
unprocessed_pseudogene	TBC1D3P7
unprocessed_pseudogene	OR2P1P
protein_coding	MRPS18B
protein_coding	GSTT1
processed_pseudogene	NOP56P1
protein_coding	KRT33A
protein_coding	TBC1D3I
unprocessed_pseudogene	UBDP1
unprocessed_pseudogene	OR2H5P
lncRNA	HLA-F-AS1
protein_coding	LENG1
protein_coding	PTPRC
protein_coding	HSPA1L
lncRNA	KANSL1-AS1
protein_coding	KRT37
processed_pseudogene	
lncRNA	
lncRNA	
protein_coding	LAIR1
lncRNA	
lncRNA	
transcribed_unprocessed_pseudogene	HLA-V
transcribed_unprocessed_pseudogene	
protein_coding	GPSM3
protein_coding	LRRC37A
protein_coding	KRTAP16-1
unprocessed_pseudogene	
protein_coding	KRT34
protein_coding	
lncRNA	LINC01149
unprocessed_pseudogene	MCCD1P2
protein_coding	PSMB9
protein_coding	KRTAP17-1
lncRNA	
unprocessed_pseudogene	
protein_coding	
protein_coding	KRT33B
unprocessed_pseudogene	
unprocessed_pseudogene	HLA-W
lncRNA	MIF-AS1
unprocessed_pseudogene	HCG4B
lncRNA	HCG27
protein_coding	TARM1
unprocessed_pseudogene	GSTT3P
transcribed_unprocessed_pseudogene	
protein_coding	GSTT2
unprocessed_pseudogene	OR12D1
lncRNA	
unprocessed_pseudogene	OR2I1P
protein_coding	MBOAT7
lncRNA	HLA-DQB1-AS1
protein_coding	OR2W1
unprocessed_pseudogene	KIR3DP1
protein_coding	NRM
unprocessed_pseudogene	MICC
protein_coding	LSM2
protein_coding	TRIM39
protein_coding	
protein_coding	LILRB4
protein_coding	CNOT3
lncRNA	
protein_coding	CHCHD10
unprocessed_pseudogene	MICG
lncRNA	
unprocessed_pseudogene	OR2H4P
processed_pseudogene	RPL7AP7
protein_coding	MCCC2
processed_pseudogene	MRPS16P3
protein_coding	ARL17B
protein_coding	OR2J3
lncRNA	DDX39B-AS1
protein_coding	APOL5
protein_coding	LRRC37A3
protein_coding	GSTT4
lncRNA	HLA-DQB1-AS1
protein_coding	ATAT1
processed_pseudogene	RPL3P2
protein_coding	ZBED9
protein_coding	HLA-A
unprocessed_pseudogene	CUBNP2
lncRNA	
protein_coding	MARCHF8
protein_coding	DDTL
protein_coding	RBFOX2
protein_coding	OR12D2
protein_coding	MMP11
unprocessed_pseudogene	
protein_coding	GARRE1
protein_coding	OR5V1
unitary_pseudogene	OR6D1P
lncRNA	
processed_pseudogene	KRT18P1
unprocessed_pseudogene	ANKRD30BP3
lncRNA	LINC01623
protein_coding	OR13A1
protein_coding	PRRT1
protein_coding	ALOX5
protein_coding	CCL3L3
processed_pseudogene	
unprocessed_pseudogene	MUC4
protein_coding	RDH13
protein_coding	NDUFA3
unprocessed_pseudogene	
snRNA	U6
processed_pseudogene	CHCHD2P2
protein_coding	CNOT3
lncRNA	
lncRNA	
protein_coding	TSEN34
protein_coding	GTF2H2C_2
protein_coding	HLA-DMB
protein_coding	LY6G6E
lncRNA	
protein_coding	ABHD16A
unprocessed_pseudogene	
protein_coding	CCL18
unprocessed_pseudogene	HCG4
lncRNA	HCG21
protein_coding	MRPS18B
protein_coding	GAL3ST2
protein_coding	
transcribed_unprocessed_pseudogene	SDHAP2
protein_coding	
protein_coding	GSTT2B
protein_coding	GP6
protein_coding	NEU4
protein_coding	
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	GP6
protein_coding	CCL4L2
processed_pseudogene	PEBP1P3
lncRNA	
lncRNA	
processed_pseudogene	DDX6P1
protein_coding	MAPT
protein_coding	RNF39
protein_coding	RXRB
misc_RNA	RN7SL268P
protein_coding	LENG1
processed_pseudogene	PPIAP9
protein_coding	PFDN6
processed_pseudogene	RPL13P
protein_coding	TFPT
processed_pseudogene	
lncRNA	
protein_coding	SPPL2C
protein_coding	
protein_coding	RPP21
lncRNA	MAPT-AS1
protein_coding	
protein_coding	ARL17B
lncRNA	
lncRNA	RPH3AL-AS1
unprocessed_pseudogene	
unprocessed_pseudogene	
unprocessed_pseudogene	
protein_coding	TBC1D3B
protein_coding	RPH3AL
protein_coding	GSDMD
protein_coding	
protein_coding	KCNQ1
protein_coding	HLA-DMA
protein_coding	RDH13
unprocessed_pseudogene	KIR3DP1
protein_coding	NLRP2
protein_coding	NLRP7
lncRNA	KCNQ1-AS1
protein_coding	LENG1
snRNA	RNU6-1207P
protein_coding	NAP1L4
protein_coding	KIF5C
protein_coding	VSTM1
protein_coding	CLIC1
protein_coding	NSF
lncRNA	LINC01237
protein_coding	PSORS1C2
lncRNA	
protein_coding	
lncRNA	ABR-AS1
polymorphic_pseudogene	TRARG1
lncRNA	HCP5
protein_coding	NXN
lncRNA	
lncRNA	
lncRNA	FAM240C
processed_pseudogene	
protein_coding	VARS1
protein_coding	CDC42EP5
protein_coding	YWHAE
protein_coding	RTP5
protein_coding	TRIM39
unprocessed_pseudogene	KIR3DP1
protein_coding	PDCD1
protein_coding	NCR1
lncRNA	
protein_coding	CCL3
lncRNA	
processed_pseudogene	
transcribed_unprocessed_pseudogene	SDHAP2
lncRNA	
protein_coding	NLRP2
lncRNA	MUC20-OT1
processed_pseudogene	
lncRNA	LINC00588
lncRNA	
lncRNA	
lncRNA	LINC01606
protein_coding	CCL3L3
lncRNA	
protein_coding	ZNF251
protein_coding	ABR
protein_coding	
snRNA	U6
protein_coding	PSORS1C1
protein_coding	RPS9
lncRNA	
protein_coding	CCL4
transcribed_unprocessed_pseudogene	
TEC	
processed_pseudogene	RPS27P14
protein_coding	MARVELD2
protein_coding	TSEN34
protein_coding	NEU1
processed_pseudogene	MAPK8IP1P1
unprocessed_pseudogene	RDM1P2
misc_RNA	RN7SL301P
processed_pseudogene	
unprocessed_pseudogene	NSFP1
protein_coding	OSCAR
protein_coding	HLA-DOB
protein_coding	STH
processed_pseudogene	
protein_coding	ZC3H3
unprocessed_pseudogene	
lncRNA	
processed_pseudogene	
rRNA_pseudogene	5S_rRNA
misc_RNA	Metazoa_SRP
protein_coding	MBOAT7
misc_RNA	Metazoa_SRP
protein_coding	PYCR3
misc_RNA	Metazoa_SRP
lncRNA	
protein_coding	LINC02210-CRHR1
unprocessed_pseudogene	
lncRNA	
lncRNA	
lncRNA	LINC01880
protein_coding	DDAH2
protein_coding	RPS9
protein_coding	TSBP1
protein_coding	OR2H2
lncRNA	HCG17
protein_coding	NLRP7
processed_pseudogene	KRT18P53
lncRNA	
lncRNA	
protein_coding	PPP2R3B
protein_coding	TARM1
protein_coding	HLA-DRB3
protein_coding	BDP1
TEC	
protein_coding	EHMT2
protein_coding	GP6
protein_coding	ARMC10
protein_coding	HLA-DRB4
unprocessed_pseudogene	OR2H4P
protein_coding	C2
lncRNA	
protein_coding	KIR2DL3
lncRNA	
lncRNA	
lncRNA	
protein_coding	EEF1D
lncRNA	LINC01880
lncRNA	
unprocessed_pseudogene	
protein_coding	LILRA1
protein_coding	TFPT
processed_pseudogene	RPL23AP95
transcribed_unprocessed_pseudogene	DPY19L2P2
protein_coding	OSCAR
protein_coding	OR2J3
protein_coding	LTA
protein_coding	
processed_pseudogene	FABP5P13
lncRNA	
protein_coding	KIR3DL3
lncRNA	
protein_coding	MUC20
processed_pseudogene	NOP56P1
lncRNA	
lncRNA	LINC02569
processed_pseudogene	RPS26P8
unprocessed_pseudogene	OR2J4P
lncRNA	
processed_pseudogene	ETF1P1
unprocessed_pseudogene	HLA-P
protein_coding	KANSL1
lncRNA	HCG18
unprocessed_pseudogene	GPR53P
lncRNA	DDR1-DT
protein_coding	BRD2
protein_coding	VSTM1
protein_coding	POLR1H
protein_coding	NDUFA3
lncRNA	LINC00685
processed_pseudogene	FABP5P13
protein_coding	NAPEPLD
processed_pseudogene	KRT18P53
lncRNA	
lncRNA	
protein_coding	PPP2R3B
protein_coding	NLRP2
unprocessed_pseudogene	MTCO3P1
lncRNA	
protein_coding	MUC4
unprocessed_pseudogene	HLA-DQB3
protein_coding	TAP1
protein_coding	KIR3DL1
protein_coding	NLRP7
protein_coding	
snRNA	U2
protein_coding	
lncRNA	DDR1-DT
lncRNA	LINC01623
protein_coding	NEU1
unprocessed_pseudogene	TRIM26BP
protein_coding	NCR3
misc_RNA	Metazoa_SRP
protein_coding	OCLN
protein_coding	CDKN1C
processed_pseudogene	
processed_pseudogene	CRYZP1
lncRNA	
lncRNA	
protein_coding	ERMARD
lncRNA	CARS1-AS1
protein_coding	EGFL8
lncRNA	
processed_pseudogene	COX6CP18
lncRNA	TSBP1-AS1
protein_coding	LRRC37A2
unprocessed_pseudogene	DDX39BP2
protein_coding	TRIM10
lncRNA	
lncRNA	
protein_coding	AGPAT1
protein_coding	SLC22A18
protein_coding	SERF1B
misc_RNA	Y_RNA
misc_RNA	Y_RNA
misc_RNA	Metazoa_SRP
protein_coding	WNT3
